timestamp,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6
1717675047704,37.0000000000,0.0000000000,3.0000000000,42.0000000000,190.0000000000,19.0000000000
1717675047706,37.0000000000,0.0000000000,3.0000000000,41.0000000000,188.0000000000,19.0000000000
1717675047707,36.0000000000,0.0000000000,2.0000000000,41.0000000000,187.0000000000,19.0000000000
1717675047707,36.0000000000,0.0000000000,3.0000000000,41.0000000000,187.0000000000,19.0000000000
1717675047707,36.0000000000,0.0000000000,3.0000000000,41.0000000000,185.0000000000,19.0000000000
1717675047707,36.0000000000,0.0000000000,2.0000000000,41.0000000000,184.0000000000,19.0000000000
1717675047708,36.0000000000,0.0000000000,3.0000000000,41.0000000000,184.0000000000,19.0000000000
1717675047708,35.0000000000,0.0000000000,3.0000000000,40.0000000000,183.0000000000,19.0000000000
1717675047708,35.0000000000,0.0000000000,3.0000000000,40.0000000000,182.0000000000,18.0000000000
1717675047708,35.0000000000,0.0000000000,3.0000000000,39.0000000000,180.0000000000,18.0000000000
1717675047708,35.0000000000,0.0000000000,2.0000000000,39.0000000000,180.0000000000,18.0000000000
1717675047709,35.0000000000,0.0000000000,3.0000000000,39.0000000000,179.0000000000,18.0000000000
1717675047709,35.0000000000,0.0000000000,3.0000000000,39.0000000000,178.0000000000,18.0000000000
1717675047709,35.0000000000,0.0000000000,3.0000000000,39.0000000000,177.0000000000,18.0000000000
1717675047709,34.0000000000,0.0000000000,3.0000000000,39.0000000000,177.0000000000,18.0000000000
1717675047709,34.0000000000,0.0000000000,3.0000000000,39.0000000000,176.0000000000,18.0000000000
1717675047709,33.0000000000,0.0000000000,2.0000000000,39.0000000000,175.0000000000,18.0000000000
1717675047710,34.0000000000,0.0000000000,3.0000000000,39.0000000000,174.0000000000,18.0000000000
1717675047710,34.0000000000,0.0000000000,3.0000000000,38.0000000000,174.0000000000,18.0000000000
1717675047710,34.0000000000,0.0000000000,3.0000000000,39.0000000000,172.0000000000,17.0000000000
1717675047710,34.0000000000,0.0000000000,3.0000000000,38.0000000000,172.0000000000,17.0000000000
